"obs_id","obs_name","lat","lon","gov_agency","addr","etc_addr"
"10014010","평창군(월정분교)","37-42-34","128-35-57","환경부","강원특별자치도 평창군","진부면 내동산길 4 진부초등학교 월정분교(폐교)"
"10014020","정선군(정선군2청사)","37-23-03","128-40-25","환경부","강원특별자치도 정선군","정선읍 녹송4길 71 정선군 제2청사"
"10014070","상원사","37-45-43","128-34-46","환경부","강원도 평창군 진부면","동산 오대산장"
"10014080","강릉시(대기리)","37-35-10","128-46-39","환경부","강원특별자치도 강릉시","왕산면 대기리 922-1"
"10014090","정선군(고한읍사무소)","37-12-15","128-51-06","환경부","강원특별자치도 정선군","고한읍 고한2길 1 고한읍행정복지센터"
"10014100","삼척시(번천리)","37-21-57","128-59-50","환경부","강원특별자치도 삼척시","하장면 번천리 125-1"
"10014110","평창군(상진부리)","37-39-32","128-34-41","한국수자원공사","강원특별자치도 평창군","진부면 상진부리 42-4"
"10014120","평창군(수하리)","37-39-33","128-42-27","한국수자원공사","강원특별자치도 평창군","도암면 수하리 142-1"
"10014130","정선군(애산리)","37-23-10","128-42-07","한국수자원공사","강원특별자치도 정선군","정선읍 애산리 113-5"
"10014140","정선군(송계리)","37-29-39","128-49-12","한국수자원공사","강원특별자치도 정선군","임계면 송계1리 887-2"
"10014150","정선군(직전리)","37-14-05","128-49-10","한국수자원공사","강원특별자치도 정선군","사북읍 직전리 산588-2"
"10014160","평창군(율치리)","37-19-30","128-29-33","한국수자원공사","강원특별자치도 평창군","미탄면 율치리 산20-4"
"10014170","강릉시(대기리2)","37-34-23","128-44-39","한국수자원공사","강원특별자치도 강릉시","왕산면 대기3리 산1656"
"10014180","삼척시(광동리)","37-21-00","128-56-12","한국수자원공사","강원특별자치도 삼척시","하장면 광동리 120"
"10014190","삼척시(광동댐)","37-20-12","128-58-01","한국수자원공사","강원특별자치도 삼척시","하장면 숙암리 산104"
"10014197","태백시(상사미동)","37-16-49","128-59-30","한국수자원공사","강원특별자치도 태백시","삼수동 2통 1반"
"10014200","평창군(회동리)","37-21-51","128-29-14","한국수자원공사","강원특별자치도 평창군","미탄면 회동리 619"
"10014210","평창군(수항리)","37-33-40","128-34-03","한국수자원공사","강원특별자치도 평창군","진부면 수항리 96-1"
"10014220","정선군(문곡리)","37-16-06","128-40-43","한국수자원공사","강원특별자치도 정선군","남면 문곡리 273-2"
"10014230","정선군(유천리)","37-29-14","128-43-43","한국수자원공사","강원특별자치도 정선군 여량면","노추산로 205"
"10014240","정선군(덕암리)","37-21-26","128-50-03","한국수자원공사","강원특별자치도 정선군","임계면 덕암리 305-3"
"10014250","원동","37-15-53","128-57-49","한국수자원공사","강원특별자치도 태백시","원동 41번지"
"10014260","송천1교","37-40-05","128-42-35","한국수력원자력","강원특별자치도 평창군","대관령면 횡계리"
"10024010","평창군(가평초교)","37-26-50","128-28-57","환경부","강원특별자치도 평창군","대화면 가평로 400 가평초등학교"
"10024060","평창군(방림면사무소)","37-25-35","128-23-39","환경부","강원특별자치도 평창군","방림면 서동로 1337 방림면사무소"
"10024070","대화","37-29-53","128-27-37","환경부","강원도 평창군 대화면","대화410-5(대화면사무소)"
"10024080","계촌","37-27-00","128-18-25","환경부","강원도 평창군 방림면","계촌4 계촌초교"
"10024090","평창군(흥정리)","37-39-04","128-19-01","환경부","강원특별자치도 평창군","봉평면 흥정리계곡4길 61-4"
"10024100","평창군(계촌리)","37-27-15","128-20-44","환경부","강원특별자치도 평창군","방림면 고원로 1249 (구)헴프전시체험실"
"10024110","평창군(유포리)","37-31-32","128-22-38","환경부","강원특별자치도 평창군","봉평면 유포리 597-10"
"10024120","평창군(유포리2)","37-33-06","128-23-36","환경부","강원특별자치도 평창군","봉평면 금당계곡로 1761 (구)등매비룡수련원"
"10024130","평창군(도사리)","37-36-38","128-26-21","환경부","강원특별자치도 평창군","용평면 도사리 332-1"
"10024140","평창군(고길리)","37-24-17","128-27-22","환경부","강원특별자치도 평창군","평창읍 고길리 산1-2"
"10024150","평창군(신리)","37-32-04","128-27-25","환경부","강원특별자치도 평창군","대화면 신리 597-8 송빈공원"
"10024160","평창군(이승복기념관)","37-40-27","128-27-46","환경부","강원특별자치도 평창군","용평면 운두령로 500-11 이승복기념관"
"10024170","영월군(무릉리)","37-17-07","128-17-21","한국수자원공사","강원특별자치도 영월군","수주면 무릉리 210"
"10024180","평창군(계촌리2)","37-26-37","128-17-54","한국수자원공사","강원특별자치도 평창군","방림면 계촌리 582-1"
"10024190","평창군(원길리)","37-37-18","128-21-30","한국수자원공사","강원특별자치도 평창군","봉평면 원길 2리 417-2 번지"
"10024200","평창군(후평리)","37-22-30","128-23-21","한국수자원공사","강원특별자치도 평창군","평창읍 후평리 725"
"10024210","평창군(대화리)","37-29-25","128-27-27","한국수자원공사","강원특별자치도 평창군","대화면 대화리 산70"
"10024220","영월군(북쌍리)","37-11-29","128-24-41","한국수자원공사","강원특별자치도 영월군","남면 북상리 252-1"
"10024230","횡성군(부곡리)","37-19-32","128-04-53","한국수자원공사","강원특별자치도 횡성군","안흥면 부곡2 793"
"10024240","원주시(황둔리)","37-14-53","128-08-41","한국수자원공사","강원특별자치도 원주시","신림면 황둔리 1558-8"
"10024250","횡성군(상안리)","37-24-33","128-11-31","한국수자원공사","강원특별자치도 횡성군","안흥면 상안리 733-2"
"10024260","영월군(연덕리)","37-16-47","128-25-28","한국수자원공사","강원특별자치도 영월군","북면 연덕리 산222-1"
"10034050","단양군(영춘중교)","37-04-56","128-29-03","환경부","충청북도 단양군","영춘면 온달평강로 105 영춘중학교"
"10034060","제천시(덕주휴게소)","36-51-49","128-05-19","환경부","충청북도 제천시","한수면 송계리 1149 덕주휴게소"
"10034070","단양군(올산리)","36-50-24","128-22-20","환경부","충청북도 단양군","대강면 올산리 159-2"
"10034080","제천시(평동리)","37-08-10","128-01-29","한국수자원공사","충청북도 제천시","백운면 평동리 229-1"
"10034090","제천시(물태리)","36-59-37","128-10-21","한국수자원공사","충청북도 제천시","청풍면 물태리 산 8-2"
"10034100","단양군(하방리)","36-56-20","128-19-37","한국수자원공사","충청북도 단양군","단성면 하방리 산15-2"
"10034110","단양군(오사리)","37-05-45","128-30-46","한국수자원공사","충청북도 단양군","영춘면 오사리 36"
"10034120","영월군(주문리)","37-08-11","128-37-01","한국수자원공사","강원특별자치도 영월군","하동면 주문리 166-3"
"10034130","충주시(충주댐)","37-00-15","127-59-49","한국수자원공사","충청북도 충주시","동량면 조동리 산 180-4"
"10034140","단양군(가평리)","37-04-08","128-17-10","한국수자원공사","충청북도 단양군 매포읍","가평리 142-7"
"10034150","제천시(삼거리)","37-05-15","128-08-08","한국수자원공사","충청북도 제천시","봉양읍 삼거리 999-8"
"10034160","제천시(도전리)","36-53-53","128-09-34","한국수자원공사","충청북도 제천시","덕산면 도전리 907-9"
"10034170","단양군(율곡리)","37-03-25","128-23-01","한국수자원공사","충청북도 단양군","어상천면 율곡리 220"
"10034180","영월군(내리)","37-05-33","128-42-35","한국수자원공사","강원특별자치도 영월군","하동면 내리 산279-3"
"10044010","괴산군(청천면사무소)","36-39-38","127-44-15","환경부","충청북도 괴산군","청천면 괴산로 1342-1 청천면사무소"
"10044020","충주시(수안보면사무소)","36-50-50","127-59-41","환경부","충청북도 충주시","수안보면 관동길 9-9 수안보행정복지센터"
"10044030","괴산군(연풍초교)","36-45-43","127-59-51","환경부","충청북도 괴산군","연풍면 중앙로 53 연풍초등학교"
"10044040","갈계","36-46-00","127-49-00","기타","경상남도 거창군","북상면    갈계리    북상면사무소"
"10044060","보은군(법주분교)","36-30-37","127-48-23","환경부","충청북도 보은군","속리산면 속리산로 743 수정초등학교 법주분교(폐교)"
"10044080","상주시(입석분교)","36-38-17","127-53-10","환경부","경상북도 상주시","화북면 문장로 2645 화북초등학교 입석분교"
"10044090","보은군(법주사)","36-32-27","127-49-57","환경부","충청북도 보은군","속리산면 법주사로 421 법주사"
"10044100","괴산군(고마리)","36-48-56","127-44-11","한국수자원공사","충청북도 괴산군","소수면 고마리 전339-1"
"10044110","청주시(성대리)","36-37-02","127-39-30","환경부","충청북도 청주시","상당구 미원면 성대리 596-29"
"10044120","충주시(대곡리)","36-57-35","127-45-47","한국수자원공사","충청북도 충주시","주덕읍 대곡리 45"
"10044130","충주시(향산리)","36-48-28","127-47-35","한국수자원공사","충청북도 충주시","살미면 향산리 산20-1"
"10044140","괴산군(오가리)","36-48-37","127-57-13","한국수자원공사","충청북도 괴산군","장연면 오가리 641-10"
"10044150","음성군(음성고교)","36-56-03","127-41-10","환경부","충청북도 음성군","음성읍 중앙로 109-16 음성고등학교"
"10044160","괴산군(송면중교)","36-39-36","127-52-29","환경부","충청북도 괴산군","청천면 문장로 2915 송면중학교"
"10044170","괴산군(문당리)","36-44-29","127-40-17","환경부","충청북도 괴산군","청안면 문당리 932-2"
"10044180","보은군(탁주리)","36-34-11","127-44-56","환경부","충청북도 보은군","산외면 탁주리105-2"
"10044182","괴산댐","36-45-33","127-50-35","한국수력원자력","충청북도 괴산군","칠성면 산막이옛길 43"
"10044270","송면","36-40-16","127-51-50","한국수력원자력","충청북도 괴산군","청천면 송면리 116-2 (송면초등학교 뒤 아람슈퍼 건물 옥상)"
"10044280","미원","36-37-22","127-39-36","한국수력원자력","충청북도 청원군","미원면 미원리 403-4 (미원시외버스터미널에서 보은방향으로 800m지점 첫번째 주택 옥상)"
"10044282","내속리","36-30-38","127-48-40","한국수력원자력","충청북도 보은군","속리산면 상판리 (속리중학교속리중학교 표지판이 있는 집 옥상)"
"10044284","압항천","36-42-10","127-43-56","한국수력원자력","충청북도 괴산군","청안면 부흥리 190-4 (부흥차부하이퍼 건물 옥상에 위치)"
"10044285","고성교","36-39-58","127-45-48","한국수력원자력","충청북도 괴산군 청천면","고성리 575"
"10044286","후영교","36-42-17","127-48-44","한국수력원자력","충청북도 괴산군 청천면","후영리 499"
"10054010","원주시(법천교)","37-12-16","127-45-15","환경부","강원특별자치도 원주시","부론면 법천리 법천교"
"10054020","충주시(엄정면사무소)","37-05-11","127-54-54","환경부","충청북도 충주시","엄정면 내창로 185 엄정면행정복지센터"
"10054030","충주시(용대리)","37-05-13","127-45-06","환경부","충청북도 충주시","앙성면 용대리 485-1"
"10064010","원주","37-21-00","127-57-00","환경부","강원도 원주시",""
"10064020","횡성군(횡성군청)","37-29-32","127-59-06","환경부","강원특별자치도 횡성군","횡성읍 태기로 15 횡성군청"
"10064030","양평군(양동주민자치센터)","37-25-28","127-45-05","환경부","경기도 양평군","양동면 학둔지아래길 24 양동주민자치센터"
"10064040","횡성군(청일면사무소)","37-35-02","128-09-01","환경부","강원특별자치도 횡성군","청일면 유동로 17 청일면행정복지센터"
"10064050","원주시(지정면사무소)","37-21-44","127-50-23","환경부","강원특별자치도 원주시","지정면 간현로 126 지정면사무소"
"10064060","원주시(문막교)","37-18-18","127-48-37","환경부","강원특별자치도 원주시","문막읍 문막리 문막교"
"10064070","원주시(서곡초교)","37-17-54","127-56-22","환경부","강원특별자치도 원주시","판부면 용수골길 159 서곡초등학교"
"10064080","횡성군(우항리)","37-27-42","128-03-55","환경부","강원특별자치도 횡성군","우천면 우항리 658-3"
"10064090","원주시(흥양초교)","37-22-50","127-59-52","환경부","강원특별자치도 원주시","소초면 하초구길 6 흥양초등학교"
"10064100","횡성군(춘당리)","37-36-22","128-09-06","한국수자원공사","강원특별자치도 횡성군","청일면 춘당2리 653"
"10064110","횡성군(갑천리)","37-34-17","128-11-03","한국수자원공사","강원특별자치도 횡성군","청일면 갑천리 303-1"
"10064120","횡성군(횡성댐)","37-32-40","128-02-02","한국수자원공사","강원특별자치도 횡성군","갑천면 대관대리 산37번지"
"10074010","양평군(양평교)","37-29-11","127-29-24","환경부","경기도 양평군","양평읍 양근리 양평대교"
"10074020","장호원","37-01-00","127-37-00","환경부","경기도 이천군 장호원읍","창전리 읍사무소"
"10074030","여주시(여주대교)","37-17-44","127-38-53","환경부","경기도 여주시","상동 여주대교"
"10074040","양평군(청운면사무소)","37-33-23","127-42-38","환경부","경기도 양평군","청운면 용두로 170 청운면사무소"
"10074050","음성군(생극면사무소)","37-02-03","127-36-25","환경부","충청북도 음성군","생극면 음성로 1646 생극면행정복지센터"
"10074060","이천시(이천남초교)","37-16-35","127-26-41","환경부","경기도 이천시","경충대로 2614번길 32 이천남초등학교"
"10074070","여주시(금당초교)","37-11-51","127-36-19","환경부","경기도 여주시","가남읍 가남로 649 금당초등학교"
"10074080","안성시(삼죽초교)","37-04-36","127-22-28","환경부","경기도 안성시","삼죽면 삼죽초교길 20 삼죽초등학교"
"10074090","이천시(장천초교)","37-08-45","127-31-39","환경부","경기도 이천시","설성면 설성로 164-25 장천초등학교"
"10074100","여주시(주암리)","37-23-50","127-40-46","환경부","경기도 여주시","북내면 주암길225-3 (구)주암분교"
"10074110","광주시(검천리)","37-31-51","127-20-32","환경부","경기도 광주시","남종면 검천리362"
"10074120","여주시(상품중교)","37-24-07","127-26-22","환경부","경기도 여주시","산북면 상품1길 28 상품중학교"
"10074170","흑천","37-27-51","127-32-35","한국수력원자력","경기도 양평군","양평읍 원덕리"
"10074175","남한강","37-10-59","127-41-12","한국수력원자력","경기도 여주군","강천면 이호리"
"10094010","화천군(평화의댐)","38-12-34","127-50-54","한국수자원공사","강원특별자치도 화천군","화천읍 동촌리"
"10094020","화천군(풍산리)","38-17-07","127-48-50","한국수자원공사","강원특별자치도 화천군 화천읍","풍산리 산 268"
"10104010","화천군(화천군청)","38-06-21","127-42-30","환경부","강원특별자치도 화천군","화천읍 화천새싹길 45 화천군청"
"10104020","화천군(다목초교)","38-10-33","127-32-10","환경부","강원특별자치도 화천군","상서면 다파로 9-4 다목초등학교"
"10104030","양구군(방산초교)","38-12-37","127-56-35","환경부","강원특별자치도 양구군","방산면 평화로 5121-7 방산초등학교"
"10104040","화천군(명월리)","38-07-31","127-31-51","환경부","강원특별자치도 화천군","사내면 명월리 221-2"
"10104048","화천댐","38-05-55","127-45-40","한국수력원자력","강원도 화천군","간동면 어룡동길 42"
"10104050","화천군(화천댐)","38-07-03","127-46-38","환경부","강원특별자치도 화천군","간동면 구만리 화천댐"
"10104060","양구군(금악리)","38-11-36","127-55-53","환경부","강원특별자치도 양구군","방산면 금악리 484-4"
"10104070","춘천시(지촌초교)","38-02-15","127-38-43","환경부","강원특별자치도 춘천시","사북면 지촌길 130 지촌초등학교"
"10104080","화천군(상승초교)","38-09-29","127-38-58","환경부","강원특별자치도 화천군","상서면 평촌길 126-30 상승초등학교"
"10104082","춘천댐","37-58-02","127-40-10","한국수력원자력","강원도 춘천시","신북읍 영서로 3741"
"10104170","수입천","38-10-59","127-54-05","한국수력원자력","강원특별자치도 양구군","방산면 오미리"
"10104171","양구서천","38-06-28","127-59-03","한국수력원자력","강원특별자치도 양구군","양구읍 하리"
"10104172","용신교","38-06-32","127-42-16","한국수력원자력","","강원도 화천군 화천읍 상리"
"10104173","지촌천","38-06-32","127-38-13","한국수력원자력","강원특별자치도 춘천시","사북면 지촌리"
"10104174","약수교","38-10-03","128-02-35","한국수력원자력","강원특별자치도 양구군 동면","후곡리 699 약수교"
"10114020","용대","38-11-35","128-19-51","환경부","강원도 인제군 북면","용대2통1반1106(용대초교)"
"10114030","인제군(서성초교)","38-15-36","128-12-37","한국수자원공사","강원특별자치도 인제군","서화면 금강로 1801-42 서성초등학교"
"10114040","인제군(한계초교)","38-08-28","128-15-28","한국수자원공사","강원특별자치도 인제군","북면 한계리 1044 한계초교"
"10114050","인제군(백담산장)","38-09-35","128-22-31","환경부","강원특별자치도 인제군","북면 백담로 805 백담산장"
"10114060","장수대","38-07-01","128-20-38","환경부","강원도 인제군 북면","한계3 장수대관리소"
"10114070","인제군(덕적리)","38-04-18","128-17-11","한국수자원공사","강원특별자치도 인제군","인제읍 덕적리 73-1"
"10114080","인제군(용대초교)","38-11-44","128-19-47","한국수자원공사","강원특별자치도 인제군","북면 용대리 1025-1 용대초교"
"10124020","인제군(신남중교)","37-58-16","128-04-50","환경부","강원특별자치도 인제군","남면 신남로 47-35 신남중학교"
"10124050","춘천시(추곡초교)","38-01-20","127-53-01","한국수자원공사","강원특별자치도 춘천시 북산면","추곡리 562"
"10124060","인제군(남전리)","38-02-01","128-08-47","한국수자원공사","강원특별자치도 인제군 남면","남전리 549-3"
"10124080","인제군(현리)","37-56-46","128-20-10","한국수자원공사","강원특별자치도 인제군","기린면 현리 46-2"
"10124090","홍천군(창촌리)","37-45-57","128-22-52","한국수자원공사","강원특별자치도 홍천군","내면 창촌리 1733-1"
"10124110","인제군(진동리)","37-57-52","128-24-46","환경부","강원특별자치도 인제군","기린면 진동리 649-1"
"10124120","홍천군(명개리)","37-50-60","128-30-12","환경부","강원특별자치도 홍천군","내면 명개리 163-3"
"10124130","인제군(신남리)","37-58-02","128-04-33","한국수자원공사","강원특별자치도 인제군","남면 신남리 508-5"
"10124140","인제군(상남초교)","37-52-24","128-15-43","한국수자원공사","강원특별자치도 인제군","상남면 상남리 107 상남초교"
"10124150","인제군(귀둔리)","38-00-41","128-23-39","한국수자원공사","강원특별자치도 인제군","인제읍 귀둔리 34-1"
"10124160","홍천군(명개리2)","37-50-52","128-30-31","한국수자원공사","강원특별자치도 홍천군","내면 명개리 162-1"
"10124170","춘천시(천전리)","37-55-49","127-47-23","환경부","강원특별자치도 춘천시","동면 지내리 윗샘밭교"
"10124175","지내천","37-55-19","127-46-54","한국수력원자력","강원특별자치도 춘천시","동면 지내리 양정교"
"10124180","춘천시(소양강댐)","37-56-56","127-48-54","한국수자원공사","강원특별자치도 춘천시 신북읍","신샘밭로 1128"
"10134010","춘천시(소양2교)","37-53-35","127-43-21","환경부","강원특별자치도 춘천시","근화동 소양2교"
"10134020","가평군(가평교)","37-49-53","127-31-05","환경부","경기도 가평군","가평읍 읍내리 가평교"
"10134030","가평군(화악교)","37-55-17","127-33-58","환경부","경기도 가평군","북면 소법리 화악교"
"10134032","의암댐","37-50-09","127-40-39","한국수력원자력","강원도 춘천시","신동면 옛경춘로 62-15"
"10134045","목동교","37-52-59","127-32-54","한국수력원자력","경기도 가평군","북면목동리"
"10134140","가평천","37-52-29","127-31-40","한국수력원자력","경기도 가평군","북면 개곡리"
"10144010","홍천군(홍천농고)","37-42-22","127-54-36","환경부","강원특별자치도 홍천군","홍천읍 홍천로 678-15 홍천농업고등학교"
"10144020","홍천군(서석면사무소)","37-42-49","128-11-11","환경부","강원특별자치도 홍천군","서석면 풍암길 10 서석면사무소"
"10144030","두촌2","37-51-56","128-01-16","환경부","강원특별자치도 홍천군 두촌면","자은1리 869-2(두촌면사무소)"
"10144040","홍천군(내촌면사무소)","37-48-59","128-05-13","환경부","강원특별자치도 홍천군","내촌면 내촌길 27 내촌면사무소"
"10144050","홍천군(반곡교)","37-41-37","127-40-14","환경부","강원특별자치도 홍천군","서면 반곡리 반곡교"
"10144060","홍천군(매산초교)","37-35-28","127-50-43","환경부","강원특별자치도 홍천군","남면 시동안로 351 매산초등학교"
"10144070","홍천군(삼포초교)","37-45-23","127-58-35","환경부","강원특별자치도 홍천군","화촌면 구룡령로 339 삼포초등학교"
"10144080","홍천군(노천초교)","37-40-05","128-00-54","환경부","강원특별자치도 홍천군","동면 공작산로 1220 노천초등학교"
"10144090","홍천군(북방리)","37-48-56","127-50-58","환경부","강원특별자치도 홍천군","북방면 북방리 826"
"10144100","홍천군(두촌중교)","37-52-19","128-01-34","환경부","강원특별자치도 홍천군","두촌면 증골길 61 두촌중학교"
"10144165","홍천강(성포교)","37-45-48","127-58-27","한국수력원자력","강원특별자치도 홍천군","화촌면 성산리"
"10144170","홍천강(남산교)","37-41-40","127-53-23","한국수력원자력","강원도 홍천군","홍천읍 희망리"
"10144172","화천천","38-06-32","127-42-16","한국수력원자력","강원특별자치도 화천군","화천읍 상리"
"10144180","홍천강(한덕교)","37-40-20","127-36-48","한국수력원자력","강원특별자치도 홍천군","서면 모곡리"
"10154010","가평군(하면사무소)","37-49-04","127-21-13","환경부","경기도 가평군","조종면 조종내길 71 조종면행정복지센터"
"10154020","가평군(신청평대교)","37-43-05","127-24-37","환경부","경기도 가평군","청평면 삼회리 산90 신청평대교인근"
"10154030","가평군(중미산)","37-35-34","127-28-38","환경부","경기도 가평군","설악면 가일리 산 65-37 중미산고개"
"10154032","청평댐","37-43-22","127-25-14","한국수력원자력","경기도 가평군","설악면 유명로 2630"
"10154035","산장제1교","37-45-18","127-24-37","한국수력원자력","경기도 가평군","상면덕현리"
"10164010","광주시(광주시청)","37-25-46","127-15-17","환경부","경기도 광주시","행정타운로 50 광주시청"
"10164020","광주시(남한산초교)","37-28-42","127-11-08","환경부","경기도 광주시","중부면 남한산성로 770 남한산초등학교"
